states: 4
symbols: 15
0.883438	0.042159	0.000001	0.081306	0.003568	0.060490	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.001306	0.808200	0.000001	0.000001	
0.116562	0.284689	0.252844	0.080001	0.031837	0.065790	0.000001	0.000001	0.000001	0.079202	0.000001	0.000001	0.000001	0.212613	0.000001	0.000001	

0.890634	0.009037	0.001237	0.000001	0.809574	0.000001	0.000001	0.000001	0.105515	0.004637	0.000001	0.000001	0.100001	0.000001	0.000001	0.000001	
0.109366	0.009037	0.001237	0.000001	0.809574	0.000001	0.000001	0.000001	0.105515	0.004637	0.000001	0.000001	0.100001	0.000001	0.000001	0.000001	

0.883438	0.042159	0.000001	0.081306	0.003568	0.060490	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.001306	0.808200	0.000001	0.000001	
0.116562	0.284689	0.252844	0.080001	0.031837	0.065790	0.000001	0.000001	0.000001	0.079202	0.000001	0.000001	0.000001	0.212613	0.000001	0.000001	

0.000001	0.066667	0.066667	0.066667	0.066667	0.066667	0.066667	0.066667	0.066667	0.066667	0.066667	0.066667	0.066667	0.066667	0.066667	0.066667	
0.999999	0.066667	0.066667	0.066667	0.066667	0.066667	0.066667	0.066667	0.066667	0.066667	0.066667	0.066667	0.066667	0.066667	0.066667	0.066667	
