states: 4
symbols: 15
0.883438	0.042159	0.000001	0.081306	0.003568	0.060490	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.001306	0.808200	0.000001	0.000001	
0.116562	0.284689	0.252844	0.080001	0.031837	0.065790	0.000001	0.000001	0.000001	0.079202	0.000001	0.000001	0.000001	0.212613	0.000001	0.000001	

0.885314	0.014379	0.802969	0.000001	0.002324	0.001321	0.000001	0.000001	0.108999	0.100001	0.000001	0.000001	0.000001	0.000007	0.000001	0.000001	
0.114686	0.247153	0.803687	0.075586	0.079414	0.000001	0.000001	0.000001	0.119555	0.100001	0.000001	0.000001	0.026598	0.048006	0.000001	0.000001	

0.885314	0.012547	0.000001	0.106233	0.107226	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.801501	0.002493	0.000001	0.000001	
0.114686	0.012547	0.000001	0.106233	0.107226	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.801501	0.002493	0.000001	0.000001	

0.000001	0.066667	0.066667	0.066667	0.066667	0.066667	0.066667	0.066667	0.066667	0.066667	0.066667	0.066667	0.066667	0.066667	0.066667	0.066667	
0.999999	0.066667	0.066667	0.066667	0.066667	0.066667	0.066667	0.066667	0.066667	0.066667	0.066667	0.066667	0.066667	0.066667	0.066667	0.066667	
