states: 4
symbols: 15
0.880665	0.028321	0.802393	0.003437	0.003234	0.000001	0.000001	0.000001	0.080001	0.100001	0.000001	0.000001	0.000001	0.002615	0.000001	0.000001	
0.119335	0.343478	0.363089	0.053839	0.104838	0.000001	0.000001	0.000001	0.080662	0.100001	0.000001	0.000001	0.123292	0.002802	0.000001	0.000001	

0.891388	0.019914	0.000001	0.250001	0.050001	0.000001	0.000001	0.000001	0.003213	0.000303	0.000001	0.000001	0.700000	0.000926	0.000001	0.000001	
0.108612	0.333147	0.023085	0.250001	0.050001	0.000001	0.000001	0.000001	0.103040	0.116721	0.000001	0.000001	0.424007	0.000001	0.000001	0.000001	

0.850000	0.007909	0.820000	0.000000	0.000001	0.000001	0.000001	0.000001	0.103534	0.084446	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	
0.150001	0.007909	0.820000	0.000000	0.000001	0.000001	0.000001	0.000001	0.103534	0.084446	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	

0.000001	0.066667	0.066667	0.066667	0.066667	0.066667	0.066667	0.066667	0.066667	0.066667	0.066667	0.066667	0.066667	0.066667	0.066667	0.066667	
0.999999	0.066667	0.066667	0.066667	0.066667	0.066667	0.066667	0.066667	0.066667	0.066667	0.066667	0.066667	0.066667	0.066667	0.066667	0.066667	
