states: 9
symbols: 15
0.635956	0.111825	0.000001	0.010891	0.049934	0.016870	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.810478	0.000001	0.000001	0.000001	
0.364044	0.213704	0.000001	0.716360	0.000001	0.000259	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.069676	0.000001	0.000001	

0.733203	0.056661	0.000001	0.928086	0.005511	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.009740	0.000001	0.000001	
0.266797	0.250628	0.000001	0.021001	0.006533	0.119749	0.000001	0.000001	0.009900	0.000001	0.000001	0.000001	0.009674	0.552814	0.029701	0.000001	

0.760045	0.081732	0.006101	0.000001	0.000001	0.021768	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.009449	0.880947	0.000001	0.000001	
0.239955	0.225347	0.000001	0.000001	0.000001	0.571558	0.000001	0.000001	0.009900	0.088258	0.000001	0.000001	0.000001	0.104935	0.000001	0.000001	

0.727996	0.062381	0.006113	0.000001	0.000001	0.919916	0.000001	0.000001	0.000001	0.011589	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	
0.272004	0.273411	0.068409	0.000001	0.000001	0.658127	0.000001	0.000001	0.000001	0.000052	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	

0.528790	0.115349	0.001366	0.000001	0.000001	0.000625	0.000001	0.000001	0.032734	0.841033	0.000001	0.000001	0.000001	0.008893	0.000001	0.000001	
0.471210	0.032267	0.041431	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.926299	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	

0.613734	0.000420	0.000001	0.000001	0.006236	0.000001	0.000001	0.000001	0.005867	0.983296	0.000001	0.000001	0.000001	0.004179	0.000001	0.000001	
0.386266	0.341825	0.590412	0.000001	0.000001	0.020833	0.000001	0.000001	0.033840	0.000007	0.000001	0.000001	0.000001	0.013082	0.000001	0.000001	

0.759705	0.087579	0.792775	0.009395	0.024614	0.002805	0.000001	0.000001	0.047541	0.003974	0.000001	0.000001	0.009395	0.021922	0.000001	0.000001	
0.240295	0.339640	0.548209	0.000001	0.054992	0.009900	0.000001	0.000001	0.000001	0.039603	0.000001	0.000001	0.007656	0.000001	0.000001	0.000001	

0.759705	0.003198	0.000001	0.000001	0.001755	0.000001	0.000001	0.000001	0.991369	0.000001	0.000001	0.000001	0.003677	0.000001	0.000001	0.000001	
0.240295	0.003198	0.000001	0.000001	0.001755	0.000001	0.000001	0.000001	0.991369	0.000001	0.000001	0.000001	0.003677	0.000001	0.000001	0.000001	

0.000001	0.066667	0.066667	0.066667	0.066667	0.066667	0.066667	0.066667	0.066667	0.066667	0.066667	0.066667	0.066667	0.066667	0.066667	0.066667	
0.999999	0.066667	0.066667	0.066667	0.066667	0.066667	0.066667	0.066667	0.066667	0.066667	0.066667	0.066667	0.066667	0.066667	0.066667	0.066667	
