states: 4
symbols: 15
0.868988	0.000001	0.200001	0.000001	0.000001	0.000001	0.000001	0.000001	0.800000	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	
0.131012	0.261133	0.200001	0.046954	0.116989	0.000001	0.000001	0.000001	0.807525	0.000001	0.000001	0.000001	0.269528	0.017871	0.000001	0.000001	

0.891964	0.057060	0.008416	0.058703	0.056216	0.000001	0.000001	0.000001	0.001244	0.001574	0.000001	0.000001	0.850204	0.006583	0.000001	0.000001	
0.108036	0.354040	0.009724	0.050001	0.050001	0.020271	0.000001	0.000001	0.000001	0.072178	0.000001	0.000001	0.803099	0.070688	0.000001	0.000001	

0.891964	0.005047	0.000001	0.000001	0.000001	0.809686	0.000001	0.000001	0.004710	0.104001	0.000001	0.000001	0.000001	0.106555	0.000001	0.000001	
0.108036	0.005047	0.000001	0.000001	0.000001	0.809686	0.000001	0.000001	0.004710	0.104001	0.000001	0.000001	0.000001	0.106555	0.000001	0.000001	

0.000001	0.066667	0.066667	0.066667	0.066667	0.066667	0.066667	0.066667	0.066667	0.066667	0.066667	0.066667	0.066667	0.066667	0.066667	0.066667	
0.999999	0.066667	0.066667	0.066667	0.066667	0.066667	0.066667	0.066667	0.066667	0.066667	0.066667	0.066667	0.066667	0.066667	0.066667	0.066667	
