states: 9
symbols: 15
0.673347	0.257839	0.000001	0.024372	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.717788	0.000001	0.000001	
0.326653	0.026310	0.000001	0.731022	0.051737	0.042904	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.148026	0.000001	0.000001	0.000001	

0.709735	0.030213	0.000001	0.899299	0.011539	0.002714	0.000001	0.000001	0.012842	0.000001	0.000001	0.000001	0.022047	0.021347	0.000001	0.000001	
0.290265	0.324536	0.000001	0.000036	0.078689	0.000001	0.000001	0.000001	0.018104	0.000001	0.000001	0.000001	0.555991	0.022644	0.000001	0.000001	

0.745269	0.060866	0.000001	0.000001	0.000001	0.016908	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.922223	0.000001	0.000001	0.000001	
0.254731	0.284412	0.021492	0.000001	0.585595	0.000001	0.000001	0.000001	0.099240	0.000001	0.000001	0.000001	0.009260	0.000001	0.000001	0.000001	

0.758791	0.057176	0.019337	0.000001	0.918834	0.000001	0.000001	0.000001	0.000013	0.004639	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	
0.241209	0.239123	0.116525	0.000001	0.150891	0.000001	0.000001	0.000001	0.417445	0.027619	0.000001	0.000001	0.048397	0.000001	0.000001	0.000001	

0.652533	0.053043	0.000001	0.000001	0.019478	0.000001	0.000001	0.000001	0.898770	0.007029	0.000001	0.000001	0.021679	0.000001	0.000001	0.000001	
0.347467	0.000001	0.000001	0.000001	0.038698	0.000001	0.000001	0.000001	0.898663	0.062637	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	

0.485326	0.445996	0.194578	0.000001	0.000396	0.000001	0.000001	0.000001	0.358988	0.000042	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	
0.514674	0.054391	0.852106	0.000001	0.000001	0.039673	0.000001	0.000001	0.053820	0.000010	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	

0.653392	0.032928	0.934309	0.000001	0.010589	0.000001	0.000001	0.000001	0.000001	0.022173	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	
0.346608	0.221593	0.628051	0.000001	0.000001	0.060715	0.000001	0.000001	0.068766	0.003852	0.000001	0.000001	0.009900	0.007123	0.000001	0.000001	

0.650000	0.051157	0.000001	0.002595	0.000001	0.022996	0.000001	0.000001	0.000001	0.917332	0.000001	0.000001	0.000001	0.005919	0.000001	0.000001	
0.350001	0.051157	0.000001	0.002595	0.000001	0.022996	0.000001	0.000001	0.000001	0.917332	0.000001	0.000001	0.000001	0.005919	0.000001	0.000001	

0.000001	0.066667	0.066667	0.066667	0.066667	0.066667	0.066667	0.066667	0.066667	0.066667	0.066667	0.066667	0.066667	0.066667	0.066667	0.066667	
0.999999	0.066667	0.066667	0.066667	0.066667	0.066667	0.066667	0.066667	0.066667	0.066667	0.066667	0.066667	0.066667	0.066667	0.066667	0.066667	
